churn,User_Id,State,Account_Length,Area_Code,Phone,Intl_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,__index_level_0__,event date,Agitation_Level
0,3dd358bc-4d24-4003-bfb0-226a6c6ca24c,NE,117,415,354-3436,0,0,0,102.8,119,206.7,91,299.0,105,10.1,7,1,151,2020-01-01 00:00:00,103
0,db08ea71-ad21-4488-a973-38054d2d0355,OH,65,408,336-7600,0,0,0,187.9,116,157.6,117,227.3,86,7.5,6,1,152,2020-01-01 00:00:00,7
0,f08c1a76-4f20-44d4-ab44-fceff9db85da,RI,56,415,383-6293,0,0,0,226.0,112,248.5,118,140.5,142,6.9,11,1,153,2020-01-01 00:00:00,158
0,b1846d1f-6a9b-4cb3-b8e8-987309418673,OK,96,415,362-4596,0,0,0,260.4,115,146.0,46,269.5,87,11.5,4,5,154,2020-01-01 00:00:00,183
0,a3b0ce37-9a14-4328-bad8-b0997da57457,LA,151,408,401-3926,0,0,0,178.7,116,292.1,138,265.9,101,9.8,4,0,155,2020-01-01 00:00:00,57
1,b4edf2d1-75e8-4387-95a0-99dd3090a63b,OH,83,415,370-9116,0,0,0,337.4,120,227.4,116,153.9,114,15.8,7,0,156,2020-01-01 00:00:00,189
0,8f3206e4-9d82-4d87-a60b-05f22d413942,VA,139,510,328-6289,0,1,23,157.6,129,247.0,96,259.2,112,13.7,2,0,157,2020-01-01 00:00:00,42
0,91810a05-b412-428d-85b3-b8dc8b85282d,MO,6,510,350-9994,0,0,0,183.6,117,256.7,72,178.6,79,10.2,2,1,158,2020-01-01 00:00:00,124
0,8db48db1-640d-4ecf-b0a4-cdfc32fa16c3,FL,115,510,351-4616,0,1,24,142.1,124,183.4,129,164.8,114,9.6,4,1,159,2020-01-01 00:00:00,183
0,5bad142a-18f3-4639-8dce-7bdfa1e2b487,SC,87,415,360-5779,0,0,0,136.3,97,172.2,108,137.5,101,7.1,5,0,160,2020-01-01 00:00:00,77
0,b95da46b-6c27-4757-b9e8-cb0746cc88d1,VA,141,415,417-4885,0,0,0,217.1,110,241.5,111,253.5,103,12.0,6,0,161,2020-01-01 00:00:00,15
0,3b0eaaae-9ff4-42d8-a474-a5f5f334d2e0,IA,141,510,406-4710,0,1,36,187.5,99,241.4,116,229.5,105,10.5,5,3,162,2020-01-01 00:00:00,72
0,f5346cc4-532e-41c9-b861-7ba01c0af52f,MI,62,415,409-8743,0,0,0,98.9,103,135.4,122,236.6,82,12.2,1,1,163,2020-01-01 00:00:00,54
0,dac490f0-fde7-49e0-852b-281bb0cb1638,OK,146,415,335-4584,0,0,0,206.3,151,148.6,89,167.2,91,6.1,3,1,164,2020-01-01 00:00:00,113
0,3a5ac5a3-b406-477a-844f-4d20cb3600f4,DE,92,415,361-9845,0,1,33,243.1,92,213.8,92,228.7,104,12.1,2,2,165,2020-01-01 00:00:00,36
0,1ab5c044-1c33-4189-8dca-88c44fd0e9cd,GA,185,510,366-5699,0,1,31,189.8,126,163.3,133,264.8,126,7.5,3,1,166,2020-01-01 00:00:00,8
0,fa2c1f10-1659-4dee-aaa0-7680a29ac28f,DC,148,415,329-9364,0,0,0,202.0,102,243.2,128,261.3,90,10.9,3,1,167,2020-01-01 00:00:00,187
0,2855d2ff-58aa-46cf-be7b-20d873a78aad,AZ,94,408,390-7434,0,1,38,170.1,124,193.3,116,105.9,73,12.8,4,1,168,2020-01-01 00:00:00,134
0,5add1411-0685-42dc-b1d5-810915941d14,AL,32,510,404-9680,0,0,0,230.9,87,187.4,90,154.0,53,6.3,2,0,169,2020-01-01 00:00:00,137
0,5bcbd143-8391-444d-9bf7-3353ec5dd8ca,CO,68,408,338-9398,0,0,0,237.1,105,223.5,105,97.4,79,13.2,2,1,170,2020-01-01 00:00:00,121
0,7753dab0-d822-4c43-b678-02cd971da491,NH,64,408,394-2445,0,1,27,182.1,91,169.7,98,164.7,86,10.6,5,2,171,2020-01-01 00:00:00,48
0,71da7e88-a473-431b-a14c-80d614baf797,NM,25,415,381-2709,0,0,0,119.3,87,211.5,101,268.9,86,10.5,4,3,172,2020-01-01 00:00:00,12
0,91f7855c-6c02-4957-97ad-bcd636041b7a,OR,65,415,397-5060,0,0,0,116.8,87,178.9,93,182.4,150,14.1,2,1,173,2020-01-01 00:00:00,104
0,18019eb3-f621-4baf-a570-3b95873f3200,LA,179,408,415-2393,0,0,0,219.2,92,149.4,125,244.7,104,6.1,5,0,174,2020-01-01 00:00:00,152
0,a251cfb2-042e-4885-b5f3-dd64dd88e07a,NE,94,415,377-1765,0,0,0,252.6,104,169.0,125,170.9,106,11.1,7,2,175,2020-01-01 00:00:00,185
0,c9139a06-373a-4a4d-ab43-a36acc64f991,MN,62,415,409-2111,0,0,0,147.1,91,190.4,107,195.2,115,12.2,3,0,176,2020-01-01 00:00:00,22
0,f3b7d2d2-9af7-4c3c-a885-725e7b1abc0b,MI,127,415,401-3170,0,0,0,202.1,103,229.4,86,195.2,113,11.5,3,2,177,2020-01-01 00:00:00,191
0,0d28a564-a8fd-4853-84a2-3fd525027fc0,AR,116,408,405-5681,0,0,0,173.5,93,194.1,76,208.0,112,16.2,10,3,178,2020-01-01 00:00:00,85
0,d8895c8e-40aa-4856-8812-674cb9cf9c86,KS,70,408,411-4582,0,0,0,232.1,122,292.3,112,201.2,112,0.0,0,3,179,2020-01-01 00:00:00,199
0,78afced4-ddf4-4779-afde-883c9b1c58a0,WV,94,510,355-5009,1,1,23,197.1,125,214.5,136,282.2,103,9.5,5,4,180,2020-01-01 00:00:00,184
1,31494c97-63e0-4182-ab80-f7036dd5328b,AK,126,415,372-3750,0,0,0,58.2,94,138.7,118,136.8,91,11.9,1,5,181,2020-01-01 00:00:00,172
0,108aa0d0-1fec-428a-a50c-a21317fb3c0f,NY,67,408,405-2888,0,1,36,115.6,111,237.7,94,169.9,103,9.9,12,2,182,2020-01-01 00:00:00,121
0,8b4143c5-4d6b-438a-bc8b-fc7410ce0917,NH,19,408,361-3337,0,0,0,186.1,98,254.3,57,214.0,127,14.6,7,2,183,2020-01-01 00:00:00,32
0,e64ab57b-f357-492b-a7eb-9ee0cf153a38,VA,170,510,350-1639,1,0,0,259.9,68,245.0,122,134.4,121,8.4,3,3,184,2020-01-01 00:00:00,132
0,b373cede-31a4-4a70-8717-c0fe3efec992,NM,73,415,333-3221,0,0,0,214.3,145,268.5,135,241.2,92,10.8,13,1,185,2020-01-01 00:00:00,75
0,166f0b59-2ae5-414b-9ba1-19a8fe6695cf,NY,106,408,422-1471,0,0,0,158.7,74,64.3,139,198.5,103,10.2,4,1,186,2020-01-01 00:00:00,42
0,3ecc8c81-00a4-4be3-8e9d-b90d09bb8d16,AZ,93,415,399-7865,0,0,0,271.6,71,229.4,108,77.3,121,10.9,3,2,187,2020-01-01 00:00:00,159
0,1898d8b3-8747-4136-8ad5-2738dfed04c8,WY,164,510,373-4819,0,0,0,160.6,111,163.2,126,187.1,112,9.0,3,1,188,2020-01-01 00:00:00,49
0,9283994a-c0f5-4f3d-8a1e-ad6298882130,WA,51,408,338-6981,0,0,0,232.4,109,187.4,95,231.2,107,9.1,3,1,189,2020-01-01 00:00:00,193
0,d70414cf-39e9-4077-afc4-ae35637a5427,CO,107,415,418-4365,0,0,0,133.8,85,180.5,94,112.2,115,8.9,4,0,190,2020-01-01 00:00:00,42
0,b36396c1-3bf9-4cf1-a68b-338877584b1e,TX,130,415,359-5461,0,0,0,176.9,109,90.7,104,238.0,69,9.5,2,1,191,2020-01-01 00:00:00,56
0,3e50145f-c02b-4f6e-80d1-fa5e8a728c1f,KY,80,408,375-3586,0,0,0,209.9,74,195.1,77,208.2,119,8.8,4,2,192,2020-01-01 00:00:00,28
0,23814342-0fa1-47ac-afc1-0a4c82acb81a,MT,94,415,407-8376,0,0,0,137.5,118,203.2,88,150.0,131,13.4,2,0,193,2020-01-01 00:00:00,60
0,e2e5c5ab-11e4-4a63-be60-4b50726059a0,OK,118,408,408-6496,0,1,23,289.5,52,166.6,111,119.1,88,9.5,4,1,194,2020-01-01 00:00:00,188
0,fbb56b32-778f-415c-a7ca-8c62f821fd87,MD,117,415,385-7688,0,1,23,198.1,86,177.0,86,180.5,92,6.8,6,1,195,2020-01-01 00:00:00,27
0,0e63bf07-6ae3-4ce8-b76b-ea02c0cc2c39,TN,78,415,332-6934,0,0,0,149.7,119,182.2,115,261.5,126,9.7,8,0,196,2020-01-01 00:00:00,11
1,4b95de0c-84c1-4062-85ec-464b6aafe677,TX,208,510,378-3625,0,0,0,326.5,67,176.3,113,181.7,102,10.7,6,2,197,2020-01-01 00:00:00,191
1,35770282-65b0-4530-8f4f-4fa7044e2d8d,ME,131,510,353-7292,1,1,26,292.9,101,199.7,97,255.3,127,13.8,7,4,198,2020-01-01 00:00:00,197
0,8243659e-97cf-4f3f-9ff8-469d0bd02b31,DC,63,408,399-6786,0,0,0,83.0,64,177.0,106,245.7,89,13.0,3,0,199,2020-01-01 00:00:00,188
0,651609d2-4f12-4cee-a706-9df7dca8c9f5,MN,53,415,358-3261,0,1,24,145.7,146,220.5,136,249.9,96,13.1,5,3,200,2020-01-01 00:00:00,7
0,23a1a962-97df-4338-bc6e-3edc4d4c5f0c,DE,62,408,377-9932,0,0,0,182.3,101,328.2,93,245.0,131,11.2,1,2,201,2020-01-01 00:00:00,75
0,73b1495d-4872-4c0b-9a8a-cb9124fc65e1,MD,97,415,397-4030,0,0,0,218.0,86,184.0,94,240.5,110,6.4,8,3,202,2020-01-01 00:00:00,123
0,3bd476ab-10d4-4027-b0d9-39397ef7662d,MI,105,510,367-1062,0,0,0,140.6,109,178.6,51,217.0,83,6.8,3,2,203,2020-01-01 00:00:00,186
0,5058e29d-f61e-4e7c-9a43-0c93c40261ef,WA,157,415,341-8467,0,0,0,152.7,105,257.5,80,198.1,93,9.4,4,1,204,2020-01-01 00:00:00,66
0,6b7fc708-bf71-441c-b134-01991dd193cf,MO,66,415,339-9453,0,1,36,106.7,76,209.8,77,190.4,117,12.1,2,1,205,2020-01-01 00:00:00,121
0,6d1e1f08-c1ff-4bdb-9d29-613f27c1d7ea,IN,122,415,344-3388,0,0,0,243.8,98,83.9,72,179.8,84,13.7,8,2,206,2020-01-01 00:00:00,38
0,e546b522-602a-4a3c-ac6b-37543e3b8702,OR,38,415,375-8013,0,0,0,194.4,94,186.7,95,223.3,90,10.8,5,3,207,2020-01-01 00:00:00,48
0,45ba374f-bc35-4f66-a938-387629673d8c,MD,106,510,408-4142,0,0,0,213.9,95,151.9,70,260.1,124,12.2,5,3,208,2020-01-01 00:00:00,118
0,b855b600-07b3-4c51-972d-b94dc48f4286,RI,99,510,386-3671,0,0,0,217.2,112,246.7,89,226.1,89,15.8,7,3,209,2020-01-01 00:00:00,127
0,c9c3a9b0-c8cb-4046-841d-19942a7a1c66,LA,99,415,411-2284,0,0,0,241.1,72,155.6,98,188.2,109,11.6,10,1,210,2020-01-01 00:00:00,106
0,5699c147-18ee-46e8-bac6-58780cfdc19b,AZ,144,510,346-7795,1,0,0,203.5,100,247.6,103,194.3,94,11.9,11,0,211,2020-01-01 00:00:00,25
0,fd953d26-89bd-4987-858d-3797fe079ee3,PA,82,415,333-5609,0,1,24,155.2,131,244.5,106,122.4,68,10.7,3,1,212,2020-01-01 00:00:00,95
0,81e99566-ba30-4f8b-be7f-620e33418f8c,AZ,86,408,405-1842,0,1,31,167.6,139,113.0,118,246.9,121,12.2,6,1,213,2020-01-01 00:00:00,125
1,2604909f-2701-4be0-a9ad-67f6ef0bd023,FL,70,510,366-6345,1,0,0,226.7,98,228.1,115,73.2,93,17.6,4,2,214,2020-01-01 00:00:00,172
0,04592526-418f-4003-a772-7de2940302a1,LA,93,415,337-9345,0,0,0,179.3,93,178.6,98,225.2,131,11.5,6,3,215,2020-01-01 00:00:00,120
0,2f598032-6ebd-4e80-96ca-b9c1872aa8f5,FL,93,415,328-6770,0,0,0,151.4,89,186.4,76,172.5,120,10.9,3,0,216,2020-01-01 00:00:00,44
0,6bd8c1d9-0563-431d-8bb3-64422460807e,FL,120,415,380-7321,0,0,0,180.0,80,224.2,82,265.4,91,4.7,7,3,217,2020-01-01 00:00:00,24
1,99007fa1-2f6d-42b8-941b-2926afb72aa1,MD,136,415,375-1476,0,0,0,250.2,121,267.1,118,151.0,114,13.0,2,1,218,2020-01-01 00:00:00,187
0,09f3c61f-5024-437b-8760-da45b5a8e68a,AL,106,415,356-1567,0,0,0,223.0,121,110.1,98,188.7,107,7.1,12,0,219,2020-01-01 00:00:00,57
0,f5afbfb1-8d3c-4988-afb9-4918db08aaaa,WA,81,415,422-6685,0,0,0,183.6,116,152.6,98,212.2,99,12.2,6,3,220,2020-01-01 00:00:00,56
0,51f626ad-0726-4432-9654-671989aebc21,TN,127,408,336-1090,0,1,22,166.0,114,174.5,103,244.9,68,10.2,6,1,221,2020-01-01 00:00:00,118
0,f264390d-878f-43c2-bd57-d95128369774,MS,65,415,343-2095,0,0,0,136.1,112,272.9,96,220.2,104,4.4,2,1,222,2020-01-01 00:00:00,16
0,dbdc2865-ef78-4a12-ae7c-26eb9e57446e,ME,35,408,345-3934,0,0,0,149.3,113,242.2,122,174.3,104,8.9,6,2,223,2020-01-01 00:00:00,112
0,410d04b7-d87d-428d-af5d-65df9c31b1ff,OK,88,408,338-8050,0,0,0,65.4,97,168.2,76,236.0,113,13.8,1,2,224,2020-01-01 00:00:00,119
0,f9c01d8f-ef15-4b90-b6dd-45f0a13b65be,IN,65,415,388-9568,0,0,0,213.4,111,234.5,94,250.1,123,2.7,4,1,225,2020-01-01 00:00:00,19
0,591761ef-5bad-46cd-9034-9880b1a94cad,MO,123,415,402-6591,0,0,0,206.9,85,244.7,78,221.5,136,7.7,2,3,226,2020-01-01 00:00:00,181
0,0dfa8b95-9b82-44fe-80b8-4dcc9cd105a0,IA,126,408,403-6419,0,1,27,186.2,78,189.6,83,76.5,139,9.6,3,2,227,2020-01-01 00:00:00,179
0,dfc622e9-5c74-44c7-b6e6-31b4360fd33b,VA,104,415,386-9790,0,1,23,280.2,136,220.5,92,136.9,102,13.3,3,4,228,2020-01-01 00:00:00,121
0,3b27d8b3-4340-4499-be2c-80a64c701d25,KY,45,415,378-5692,0,1,22,196.6,84,313.2,92,163.3,108,11.9,3,0,229,2020-01-01 00:00:00,69
1,f564b06a-6798-440c-98b7-db3ee6b73e09,MD,93,408,360-3324,1,0,0,312.0,109,129.4,100,217.6,74,10.5,2,0,230,2020-01-01 00:00:00,33
0,45a9f9ac-67d6-4f55-9cc0-56eb87b99088,OH,63,415,410-3719,1,1,36,199.0,110,291.3,111,197.6,92,11.0,6,1,231,2020-01-01 00:00:00,117
0,7d3ac100-02c5-47ac-865d-39e977be8c50,OK,100,415,352-4221,0,0,0,203.1,96,217.0,126,180.9,122,13.5,2,3,232,2020-01-01 00:00:00,130
0,08b58426-d273-4378-b8f9-2ab4defdcc12,NV,53,415,327-6179,0,0,0,168.8,97,220.3,87,154.3,113,10.9,2,0,233,2020-01-01 00:00:00,186
0,a19104e2-e0ce-4f58-8b1a-d1b0765f6283,ID,92,415,359-6196,1,0,0,173.1,140,240.3,105,233.2,117,9.0,5,1,234,2020-01-01 00:00:00,184
1,7e28f917-e9f9-4bf8-a2f1-25c3335ace5e,MN,139,510,374-9107,0,0,0,134.4,106,211.3,98,193.6,125,10.2,2,5,235,2020-01-01 00:00:00,53
0,7405eb25-e647-4b75-bbe2-311de1e20f3c,SD,110,408,357-4078,0,1,40,202.6,103,118.8,128,234.9,98,9.0,9,2,236,2020-01-01 00:00:00,77
0,e2b596dd-7e07-4d45-8fe5-b89d7fd9ca2a,IL,110,408,366-5780,0,0,0,74.5,117,200.8,98,192.2,101,9.8,7,3,237,2020-01-01 00:00:00,185
0,8a1e77bf-a9e3-41a9-bfc0-cce7bfee7587,WY,215,510,393-9619,0,0,0,83.6,148,120.9,91,226.6,110,10.7,9,0,238,2020-01-01 00:00:00,94
0,b1c09715-0a54-41e7-9bb0-b14e345b25fa,AL,73,415,355-9295,0,0,0,192.2,86,168.6,116,139.8,87,9.4,6,1,239,2020-01-01 00:00:00,124
0,c4eb27dc-09bc-42b6-bee5-953eab26adc5,NJ,138,510,400-5751,0,0,0,220.2,89,88.3,125,195.3,79,12.9,5,0,240,2020-01-01 00:00:00,170
1,cf4b79e9-dd22-4208-8b81-b8390eea414c,NV,137,415,338-1027,1,0,0,135.1,95,134.1,102,223.1,81,12.3,2,2,241,2020-01-01 00:00:00,183
0,488651d1-c55c-42ef-8933-692d2b7009bf,IN,36,415,405-8867,0,0,0,253.4,77,182.4,151,275.8,103,8.4,2,1,242,2020-01-01 00:00:00,6
0,35833727-eb4a-4389-98cc-7e9c80c05c35,WV,85,408,336-5616,0,0,0,225.0,81,176.9,63,194.3,110,7.1,2,3,243,2020-01-01 00:00:00,40
1,7473f737-cd52-4b93-baa9-7e3e0bb09726,VA,108,408,335-1697,0,0,0,198.5,99,267.8,60,354.9,75,9.4,3,0,244,2020-01-01 00:00:00,37
0,98ca25e3-c416-4cbb-9e00-56ef359bc66c,SC,22,408,331-5138,0,0,0,110.3,107,166.5,93,202.3,96,9.5,5,0,245,2020-01-01 00:00:00,100
0,3a019fb4-1d6a-47d0-af2b-024c9d40c3a3,RI,107,415,385-8240,0,1,37,60.0,102,102.2,80,261.8,106,11.1,3,0,246,2020-01-01 00:00:00,105
0,acc73eb1-fc6e-4da4-aef9-4107c01f46ef,IN,51,510,348-1359,0,0,0,214.8,94,149.7,58,283.4,66,10.2,5,0,247,2020-01-01 00:00:00,155
0,b18dd925-9cf7-43c6-a4dc-3216ca4f701b,AZ,94,408,354-7339,0,0,0,181.8,85,202.4,98,245.9,97,9.2,2,4,248,2020-01-01 00:00:00,81
0,26e6934c-0071-44fe-a965-c42dea41b32f,NM,119,510,349-1687,0,1,23,154.0,114,278.0,137,228.4,112,11.8,4,2,249,2020-01-01 00:00:00,43
1,16f92829-4dff-4759-b385-d7b0155eaf98,OR,33,415,380-2558,0,1,29,157.4,99,117.9,80,279.2,79,13.9,11,4,250,2020-01-01 00:00:00,45
0,6b2ddde4-955f-40d3-80a6-860902e96b27,NJ,106,415,365-2153,0,0,0,207.9,91,172.0,109,191.8,143,14.4,7,4,251,2020-01-01 00:00:00,15
0,c2f25272-fd38-4750-ae9b-38b7b7bbabfc,MS,82,408,345-6043,0,0,0,207.0,90,232.9,83,172.4,108,9.1,8,3,252,2020-01-01 00:00:00,99
0,b456da95-3f73-4e0c-9294-de2bf2cd6a36,MI,86,510,349-2808,0,1,41,119.0,101,230.0,134,236.9,58,9.5,3,0,253,2020-01-01 00:00:00,177
0,6036a7f3-d3cd-4594-a2e7-bbaf9d898ae4,TX,97,415,411-1715,1,0,0,143.7,117,273.0,82,178.3,81,10.9,3,0,254,2020-01-01 00:00:00,134
0,434b45a7-78e1-4810-a92c-4a0b3b822f12,FL,106,408,385-2488,0,1,32,165.9,126,216.5,93,173.1,86,14.1,8,4,255,2020-01-01 00:00:00,85
0,b348b3ee-83e7-48c4-a5bd-a5d15dbbd9b6,DC,108,510,377-7177,0,0,0,138.6,122,172.3,117,231.6,92,9.8,3,1,256,2020-01-01 00:00:00,89
0,35bb47a9-d666-4f23-9c8d-5c6ee2a345af,TX,114,415,342-1099,0,0,0,84.7,118,249.9,86,193.4,95,14.5,8,1,257,2020-01-01 00:00:00,163
1,8e229599-f720-4175-b78b-83e1fe0c0245,KS,92,408,386-4170,1,0,0,62.6,111,180.6,126,221.7,80,10.4,2,1,258,2020-01-01 00:00:00,21
0,d8291e54-432b-4fba-b6cc-7805bee3bed0,UT,59,510,413-1269,0,0,0,155.2,79,235.3,123,169.4,80,8.7,4,1,259,2020-01-01 00:00:00,104
0,cc416911-2d5f-48a3-9bc9-a0967b6292e2,MN,24,510,396-4460,0,1,25,164.9,110,209.3,105,231.2,55,6.7,9,1,260,2020-01-01 00:00:00,175
0,e2fd98c1-4a5c-461d-a9db-caaaaa43105d,IL,151,408,334-2730,0,0,0,134.5,88,143.1,112,223.9,61,15.4,1,1,261,2020-01-01 00:00:00,81
0,e771535a-4c71-4a77-bf5f-c8122c0cc0f7,NM,117,415,340-3182,0,0,0,143.3,103,211.3,108,185.2,96,11.5,3,1,262,2020-01-01 00:00:00,15
0,78838722-87c2-4270-b654-8dde52aa7e69,SC,78,510,377-8608,0,0,0,168.3,110,221.2,73,241.0,136,12.5,1,1,263,2020-01-01 00:00:00,82
0,53758fd4-42a0-471c-b214-9ccfcc8b25d6,NC,155,408,417-3676,0,0,0,262.4,55,194.6,113,146.5,85,8.3,6,2,264,2020-01-01 00:00:00,102
0,348ea360-4a4e-4e04-afa0-612b364dc139,WV,114,510,417-6774,0,1,30,206.2,79,260.0,91,291.6,83,11.4,6,1,265,2020-01-01 00:00:00,78
0,297c6fa2-1b08-43b5-9713-398f7e58f371,RI,114,510,411-9554,0,1,28,225.8,94,193.0,117,232.4,100,8.4,9,4,266,2020-01-01 00:00:00,62
0,17571d1b-bf7f-4f7b-9b40-a7fe3bb2f0fb,NH,119,408,420-3192,0,0,0,138.3,89,170.5,78,263.9,98,13.5,6,3,267,2020-01-01 00:00:00,100
0,ae0f003d-f37c-4f60-a1bf-473aa7f6c353,MO,64,510,389-1475,0,1,48,94.4,104,136.2,101,147.4,89,4.5,4,0,268,2020-01-01 00:00:00,197
0,87dbc0ef-67ba-4786-82bb-950f4d42d753,MA,118,408,343-7734,1,0,0,160.0,123,175.4,96,184.8,99,9.9,3,2,269,2020-01-01 00:00:00,151
0,e4846af4-cd01-4410-aece-dfda69c5d94d,PA,101,415,410-3390,0,0,0,206.6,105,224.9,117,249.9,100,14.6,3,0,270,2020-01-01 00:00:00,130
0,5edb2508-3a12-4506-b899-a05804f31fd8,OK,117,415,344-6495,0,0,0,134.7,121,180.0,83,200.9,104,7.7,3,1,271,2020-01-01 00:00:00,44
0,b8b2c64b-d794-496d-a941-efaaa2306a0c,AL,49,415,331-6229,0,1,28,214.4,78,235.2,100,206.2,107,8.0,13,3,272,2020-01-01 00:00:00,120
0,132825bc-1e96-4745-92be-b3f1d1b9bb90,WY,139,415,337-7501,0,0,0,192.8,104,234.4,96,203.2,101,13.0,3,3,273,2020-01-01 00:00:00,59
0,f35c2dc5-27d5-4818-bff2-7343e90f35f2,PA,92,408,339-9631,0,1,28,151.1,90,194.8,79,239.2,114,10.0,3,1,274,2020-01-01 00:00:00,13
0,c35ef9c8-e64e-41d7-be71-4921978c5648,WA,83,415,369-4384,0,0,0,221.4,103,231.8,103,122.5,100,9.8,5,3,275,2020-01-01 00:00:00,147
0,7055ddc5-24e6-4871-b311-cdd52fd40950,HI,148,510,416-3915,1,0,0,218.9,88,208.0,85,203.3,99,11.1,4,0,276,2020-01-01 00:00:00,112
1,8354c059-4ddd-410f-a36d-98e8cdc095ac,SD,144,408,339-3049,0,1,48,189.8,96,123.4,67,214.2,106,6.5,2,2,277,2020-01-01 00:00:00,168
0,e0679367-46c2-46fb-9278-0f363ae3b787,AL,131,415,361-7998,0,1,25,192.7,85,225.9,105,254.2,59,10.9,6,2,278,2020-01-01 00:00:00,154
0,c52face5-c982-4b6b-a598-5f5ba95e9ba2,VT,146,510,355-4842,1,0,0,204.4,135,219.1,90,222.7,114,10.5,6,3,279,2020-01-01 00:00:00,162
0,1be4e813-339a-4344-8d3a-f0dd40e464b3,MT,143,415,387-6440,0,0,0,172.3,97,174.0,108,188.2,119,13.0,4,2,280,2020-01-01 00:00:00,172
0,a6c4d686-05bf-404f-86bf-c9f313184525,MN,81,415,369-2625,0,0,0,198.4,93,210.9,108,193.3,71,10.4,6,2,281,2020-01-01 00:00:00,168
0,27b2da3f-5561-4059-8958-a3acbd3c7a09,AK,48,415,389-7073,0,1,37,211.7,115,159.9,84,144.1,80,12.2,1,1,282,2020-01-01 00:00:00,41
0,8b36f7b6-88d2-4d33-a76e-19153a1116ac,MI,86,415,370-8463,0,1,28,221.6,74,288.4,100,240.3,105,9.0,2,1,283,2020-01-01 00:00:00,79
0,6d00f927-95f7-415e-8038-693307d81543,DE,71,415,362-7318,0,0,0,197.9,108,181.5,109,281.4,56,6.7,5,3,284,2020-01-01 00:00:00,154
0,616db207-898e-4361-bdba-fc045de339dd,SD,145,408,412-1194,0,1,24,147.5,90,175.7,108,252.1,102,15.6,3,2,285,2020-01-01 00:00:00,187
0,caa1843b-9066-4d5f-8ffd-8965698c99ec,MI,137,510,355-9508,0,0,0,206.4,122,128.0,102,194.5,84,8.8,5,2,286,2020-01-01 00:00:00,99
0,66d1cb19-4766-4134-93be-699a78becd22,KS,137,408,352-8202,0,0,0,205.9,88,209.3,86,289.9,84,14.5,4,2,287,2020-01-01 00:00:00,196
0,f9ef51df-525b-4dcb-a90a-1fd6053acaf0,AL,167,510,335-5882,0,0,0,207.6,88,132.4,63,255.2,98,14.1,5,0,288,2020-01-01 00:00:00,131
1,15743f94-c0f7-4b55-b315-77f36ea9be74,OK,89,510,352-6976,0,0,0,303.9,95,260.9,114,312.1,89,5.3,3,1,289,2020-01-01 00:00:00,43
0,4a29db90-e322-4d6e-8b60-bd1480380349,CT,199,415,393-6733,0,1,34,230.6,121,219.4,99,299.3,94,8.0,2,0,290,2020-01-01 00:00:00,98
0,0cf7f7bc-3c85-46bc-812b-58851f55eb52,NE,132,510,335-1838,0,0,0,99.5,110,129.1,80,125.1,124,9.7,3,0,291,2020-01-01 00:00:00,19
0,5f543557-9518-4229-b7d8-116025a9bc32,WI,94,510,355-6930,0,0,0,177.1,112,194.0,112,146.7,108,5.9,4,1,292,2020-01-01 00:00:00,92
1,d5ce607d-2d77-4673-b4e6-0dde1a693517,CT,96,415,387-5860,0,1,37,172.7,93,120.1,116,216.1,86,10.3,5,5,293,2020-01-01 00:00:00,97
0,a9ede37e-52ce-4dd5-b3cc-26242205fd4d,WI,96,510,343-2605,0,1,18,172.7,86,133.4,113,259.5,70,9.8,3,1,294,2020-01-01 00:00:00,78
0,c8791456-0774-407a-be78-d887d3602c9b,IN,166,510,350-6759,0,0,0,204.2,115,179.9,152,216.8,109,9.5,5,1,295,2020-01-01 00:00:00,21
0,95a16097-dd3e-4684-8408-cca8e2cb4dbd,DC,74,415,371-1514,0,0,0,85.7,83,247.7,67,142.4,85,10.1,5,2,296,2020-01-01 00:00:00,85
0,b4e9aaab-8a47-44ef-af89-d8f31eda72c6,AR,36,415,346-9317,0,0,0,157.6,117,184.3,58,240.4,99,11.9,1,0,297,2020-01-01 00:00:00,144
0,e0b7299b-e1d1-492a-a637-8ba9b36e103f,ME,113,415,398-4313,0,0,0,215.5,129,218.7,117,207.1,91,6.6,9,4,298,2020-01-01 00:00:00,19
0,3f1adb84-6c24-4192-ad0f-cbec193b8d60,MN,94,415,412-4399,0,0,0,181.5,98,199.9,88,287.7,114,6.6,5,1,299,2020-01-01 00:00:00,23
0,242ba2fa-0216-4f6f-bdab-613c40c4ab73,MD,67,415,330-1835,0,0,0,171.7,80,110.4,81,195.4,111,11.9,4,2,300,2020-01-01 00:00:00,18
1,203b5da2-72ff-4991-a90f-70457168d883,FL,127,415,416-1676,0,0,0,266.6,106,264.8,168,207.2,119,5.9,2,1,301,2020-01-01 00:00:00,162
1,10339d14-b156-4573-9dc8-b034552bb88c,RI,121,408,329-7347,0,0,0,170.4,108,350.5,68,297.0,87,11.2,3,0,302,2020-01-01 00:00:00,135
0,d9ed5b32-1ee7-449c-85a6-08b37e8bce45,IA,158,415,360-6868,0,0,0,158.0,106,292.5,114,241.1,89,9.1,4,1,303,2020-01-01 00:00:00,38
